Timestamp,ECSQ_0_mean,ECSQ_0_std,ECSQ_0_median,ECSQ_0_skew,ECSQ_0_kurt,ECSQ_0_sem,ECSQ_1_mean,ECSQ_1_std,ECSQ_1_median,ECSQ_1_skew,ECSQ_1_kurt,ECSQ_1_sem,ECSQ_2_mean,ECSQ_2_std,ECSQ_2_median,ECSQ_2_skew,ECSQ_2_kurt,ECSQ_2_sem,ECSQ_3_mean,ECSQ_3_std,ECSQ_3_median,ECSQ_3_skew,ECSQ_3_kurt,ECSQ_3_sem,ECSQ_4_mean,ECSQ_4_std,ECSQ_4_median,ECSQ_4_skew,ECSQ_4_kurt,ECSQ_4_sem,ECSQ_5_mean,ECSQ_5_std,ECSQ_5_median,ECSQ_5_skew,ECSQ_5_kurt,ECSQ_5_sem,ERFTX_0_mean,ERFTX_0_std,ERFTX_0_median,ERFTX_0_sem,ETHERMAL_0_mean,ETHERMAL_0_std,ETHERMAL_0_median,ETHERMAL_0_skew,ETHERMAL_0_kurt,ETHERMAL_0_sem,ETHERMAL_1_mean,ETHERMAL_1_std,ETHERMAL_1_median,ETHERMAL_1_skew,ETHERMAL_1_kurt,ETHERMAL_1_sem,ssRsrp_mean,ssRsrp_std,ssRsrp_median,ssRsrp_skew,ssRsrp_kurt,ssRsrp_sem,ssRsrq_mean,ssRsrq_std,ssRsrq_median,ssRsrq_sem,ssSinr_mean,ssSinr_std,ssSinr_median,ssSinr_skew,ssSinr_kurt,ssSinr_sem,Label_mean,Label_std,Label_median,Label_skew,Label_kurt,Label_sem,Label
2024-09-11 14:49:38.330,82.95429807024858,1.683394387761593,82.84101381399331,0.3206217002495475,-1.090862250814494,0.971908202926461,71.79574452496865,0.10988975274560693,71.8015148599761,-0.2505258695475657,-1.1479519786243024,0.06344487832885758,-333.32622620923485,4.09581691414152,-333.06946294047424,-0.2988904217616361,-1.1077754584733253,2.364720997931029,-7.727213114460536,3.556320704125263,-7.96240239555069,0.3151605363973223,-1.0946834529878338,2.05324271585136,-341.0534393236954,0.5397108921826259,-341.03186533602496,-0.1910246229847212,-1.1785007195515398,0.3116022288862122,28.159512847566607,2.939762950089692,27.96209448894932,0.3199107356487872,-1.0928209845112544,1.6972729305879721,62.58360037753753,7.5090821701967005,62.46580066661684,4.335370612330085,12992.494311694287,33.9842808084993,12991.902369400745,0.08357315686666775,-1.191775745336228,19.620833673002906,13620.388882417312,279.66971553747294,13617.71304511978,0.045920064260603896,-1.1975103864357273,161.46738554974607,-85.19813948031197,0.10865242722741053,-85.19206882717125,-0.26686592626294803,-1.1228131756573383,0.0627305081078517,-3.678933573482643,0.1870102903955213,-3.6922381109706968,0.10797044150108431,6.520383080099464,0.8896697823024093,6.456250764443311,0.3434489210990577,-1.0643955307606454,0.5136510883021718,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:38.530,83.60652949858247,2.0621327986074784,83.49281571669373,0.10963342875851448,-1.5946419626107584,1.0310663993037392,71.75993488596323,0.12437230217118211,71.75883169436474,0.13817724685624458,-1.860549457481832,0.06218615108559106,-334.8776654453546,4.96151243699787,-334.6562569715612,-0.07035280377867234,-1.6297315470537488,2.480756218498935,-6.347240178884776,4.359723526503765,-6.585368110263115,0.10991764311375588,-1.5840441879459632,2.1798617632518824,-341.22490562423934,0.6045406077895624,-341.24162508182434,0.192347579820495,-1.8080163699633889,0.3022703038947812,29.27668438573121,3.566793501236833,29.100717375468207,0.08224376978312815,-1.64636620930949,1.7833967506184165,59.793622259696825,9.011638351000567,59.558022837855454,4.505819175500283,12979.926861062058,40.69278294146023,12978.742976474972,0.10175859423363073,-1.1885303491647246,20.346391470730115,13514.755715254118,338.30931463121874,13509.404040659058,0.05535519570073756,-1.1965976036649184,169.15465731560937,-85.23501181015531,0.12510737786872944,-85.23412632426275,0.08433362898908016,-1.8196434296025832,0.06255368893436472,-3.600621603224822,0.23852349981432056,-3.6200129345702363,0.11926174990716028,6.870727389872359,1.0987902065943902,6.799950873212087,0.14044538771562307,-1.5731546537685819,0.5493951032971951,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:38.730,84.13746522749506,2.2568273821207074,84.25490572509045,-0.17814303236400802,-1.7546777804860607,1.009283887980959,71.74232923891513,0.11930854322210759,71.71071387230218,0.5743051638891411,-1.4281444057483519,0.053356402588220865,-336.0908265840579,5.340771874995902,-336.49205890577105,0.24318119436483163,-1.756958193848222,2.388465792961969,-5.215519256242514,4.784402247148314,-4.979310504793386,-0.17073949824614207,-1.7437318505781405,2.139649731265276,-341.3063458403004,0.5763423721415017,-341.4713694105644,0.6179496748517661,-1.2967467490130413,0.2577481444843758,30.143759613709296,3.832561729471792,30.430947906323556,-0.24081426577466686,-1.7815758011532583,1.7139737110126172,57.08217728246992,10.444103781682449,56.76804472001476,4.670745203980915,12967.754038625522,47.05090544553834,12966.175525842744,0.12065505453782448,-1.1845032750620945,21.041804595827752,13410.90643962261,395.31074636054313,13403.770873495865,0.06496296359695863,-1.1955150529882868,176.7883402196704,-85.25455025308526,0.12170451639323636,-85.28214736467447,0.5277175993002424,-1.536080120620742,0.0544279143648028,-3.527150403264255,0.2791108584645376,-3.5345519043669613,0.12482217055700572,7.154625052119875,1.2039348945286965,7.207236243630416,-0.15819315076104465,-1.7804197789555882,0.538416052930041,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:38.930,84.51026472555392,2.2841295470073812,85.01699573348718,-0.47827775756864166,-1.5741200495271983,0.9324919827637613,71.74705507213281,0.10962865304606058,71.75883169436474,0.40098704640247423,-1.0563078002461097,0.04475571019191021,-336.87035000107875,5.293719626854379,-338.3278608399808,0.562363203235537,-1.4732251284832238,2.1611519878582994,-4.40786672230388,4.862256577743233,-3.3732528993236564,-0.4648516914802857,-1.5789697496152797,1.9850079356603483,-341.2782167233826,0.5313638164836746,-341.24162508182434,0.40259487742998973,-1.0384123485088366,0.21692836969381402,30.689290252152173,3.784662061206485,31.761178437178906,-0.5651036028978135,-1.4824850625848511,1.5450818164709879,54.449265445856796,11.80783608503707,53.97806660217405,4.820528895793897,12955.975844384684,53.06509307503375,12953.608075210514,0.14035117725214466,-1.1797188277819082,21.663733531188306,13308.841055522787,450.7181901257342,13298.13770633267,0.07477359200785699,-1.1942507547885668,184.0049305997974,-85.25238484831665,0.11124813378259192,-85.23939241970504,0.4562283294184368,-0.9758558070190653,0.04541686043403828,-3.4613221910789815,0.30863009260911145,-3.4490908741636868,0.12599770769337348,7.3497568757069365,1.2142560240416378,7.614521614048746,-0.4695072174158841,-1.6054807171640753,0.495717946000446,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:39.130,84.70650772704288,2.1863250444701814,85.54860223547634,-0.734820322250083,-1.1015593040570144,0.8263531932600473,71.77617612977049,0.1307126976543974,71.76712088290179,0.3635139698119459,-1.1659170303790263,0.049404755884558754,-337.16855588428416,4.973080431656083,-338.7919289533513,0.7728734724184333,-0.8958624693220519,1.8796477245833916,-3.962190764953939,4.674739862412394,-2.1078559814140028,-0.7251529054444377,-1.1317755277351702,1.7668855885519277,-341.13074664923806,0.6449740535011399,-341.17553355185015,0.4167022222075292,-1.0319535732917018,0.24377727823618345,30.87755216138546,3.5441457586003002,31.9782819815987,-0.7598318917035477,-0.8962190771503217,1.3395611839172503,51.89488674985748,13.103661360370317,51.30588819525404,4.95271846056374,12944.592278339542,58.73939645222772,12941.632566871827,0.16092078316473926,-1.1740229395605473,22.20140502494632,13208.559562954651,504.5561664269352,13195.180376467006,0.08480721220400957,-1.1927918815320533,190.7043055471125,-85.22633061545693,0.12664403116923176,-85.2367593719839,0.26543006207733383,-1.4565254291566962,0.04786694450064283,-3.4045380754080194,0.3277812007084931,-3.3682322981786124,0.12388964878811733,7.444963265066006,1.1559847082352848,7.862964802314118,-0.7200097695557925,-1.1123552630708502,0.43692115105487467,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:39.330,84.71596075100844,2.045316427115054,85.01699573348718,-0.775097447455206,-0.6733504161608214,0.7231285576426478,71.83083893635829,0.20455386815843973,71.77541007143886,1.2574967333825309,1.7063935055063295,0.07232071364638586,-336.95895544915567,4.694196303831992,-338.3278608399808,0.6134563623968744,-0.8321535602960536,1.6596490193302142,-3.899551488573281,4.376854669061271,-3.3732528993236564,-0.8003308220443139,-0.6666647411871677,1.5474518083806135,-340.8585069377289,1.0153928959676497,-341.10944202187596,1.2861347383065096,1.7661568836439288,0.35899560115368584,30.688698597145635,3.36330775159867,31.761178437178906,-0.5540845390460407,-0.9450202145550536,1.1891088591863497,49.41904119447193,14.332166596277592,48.63370978833402,5.067186094661602,12933.603340490094,64.07681253118558,12929.657058533141,0.18243242530315595,-1.167274735141366,22.654574328810234,13110.061961918203,556.8400184379117,13092.22304660134,0.09507927111681147,-1.1911246941159988,196.87267653674473,-85.17517367651021,0.19387409167687472,-85.23412632426275,1.1705455322342158,1.4718739215947412,0.06854484246055025,-3.3575764499952694,0.33742999192177753,-3.2873737221935375,0.11929951773180542,7.434044444881784,1.0818207109648659,7.614521614048746,-0.7024010317847558,-0.7621223859321385,0.3824813803756543,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:39.530,84.5340391945297,2.0123271503483444,84.90429033811009,-0.4659020290455532,-1.1650531567581675,0.6707757167827815,71.91147390409998,0.3197078704539662,71.80980404851316,1.5448649389964375,2.1418883121724233,0.10656929015132206,-336.2300221170727,4.9900431277052615,-336.80500640405444,0.3221443498817172,-1.5077505247723093,1.6633477092350872,-4.229426819144907,4.256347552478979,-3.385845088425838,-0.5254456022200739,-1.0298130368029936,1.418782517492993,-340.4594489362176,1.5839626060672958,-340.9657738060508,1.5467861337838456,2.1191998096360183,0.5279875353557653,30.114291293305154,3.6543680076676877,30.46952426020298,-0.31783667737035814,-1.4934758433481814,1.2181226692225626,47.02172877970019,15.49382532211292,46.0793310923347,5.164608440704307,12923.009030836341,69.07986438159524,12918.273492487997,0.20495359524112997,-1.159371162375439,23.026621460531747,13013.34825241344,607.5803736156979,12991.941554033205,0.10560289001610633,-1.1892344732785038,202.52679120523263,-85.09818988654573,0.30442708668081386,-85.19206882717125,1.5365488657060624,2.191063289999246,0.10147569556027129,-3.32090348661077,0.3386104870550174,-3.22358406282748,0.11287016235167247,7.3132961680176525,1.089082262900963,7.480607748728376,-0.36658098790532595,-1.3882482525831479,0.3630274209669877,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:39.730,84.25035983570173,2.1283158292184337,84.79158494273301,-0.23985720137632205,-1.5764364506898245,0.6730325600520192,72.00303637009553,0.42919965885149236,71.84419802558746,1.3460584863466034,0.8413311325939574,0.13572484929379638,-335.2341908450535,5.772257489091057,-335.282151968128,0.3789846773759295,-1.1819389230320734,1.8253480906492272,-4.769973840662975,4.418025231473561,-3.39843727752802,-0.2603334919739279,-1.5265746434148504,1.3971022491549074,-340.00416468571643,2.1302969323490166,-340.8221055902256,1.350794727010371,0.8526471904811019,0.6736590398692525,29.355374138079398,4.284212029693919,29.177870083227052,-0.4208583378080091,-1.0526209313411163,1.3547867992925706,44.702949505542236,16.589058784205996,43.52495239633537,5.245920999651463,12912.809349378285,73.75088756744387,12906.889926442853,0.22855277139251723,-1.1501562259306664,23.32207841721176,12918.418434440362,656.78527168863,12891.660061465069,0.1163900115760067,-1.1871054457066694,207.69373921885742,-85.00776062395019,0.4163655039310776,-85.15001133007975,1.3849836296301337,1.0452253402512899,0.1316663331545996,-3.292161098406367,0.33508018357684316,-3.1597944034614223,0.10596165788901706,7.1283230494015895,1.2016054920584418,7.346693883408006,-0.2642703242388345,-1.4924367513573198,0.3799810203872043,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:39.930,83.97567027316146,2.2412913820236477,84.14220032971338,-0.08672421884006906,-1.7039327307187342,0.6757747781845042,72.08705326594693,0.5021671391139865,71.88077517763513,1.024537144728201,-0.45906760379130057,0.15140908931702693,-334.28293180379046,6.414724127823187,-334.9692044698446,0.323090059015107,-1.2776393067909588,1.9341120968753913,-5.296411270298081,4.590221523132507,-4.991902693895567,-0.07669716586837552,-1.7086346765151275,1.3840038633494722,-339.57934307408857,2.508243485805888,-340.63550923682635,1.0384471093912062,-0.41582970962076554,0.7562638659337502,28.659747602781056,4.742640573144649,29.139293729347628,-0.33958155350694263,-1.2511489697610163,1.4299599360578985,42.462703371998074,17.618269120917653,41.08837341125673,5.312108011780775,12903.004296115925,78.09218989055034,12896.098302691253,0.25330046192119665,-1.1394615309757978,23.545681174921874,12825.272507998974,704.4612724330273,12794.054406194462,0.1274520068832474,-1.1847207044611208,212.40306545424428,-84.92312601334508,0.4935143558618199,-85.11413159594946,1.069141797188312,-0.30439966254227024,0.14880017700432624,-3.267506225840877,0.33070519363929274,-3.11307366071438,0.09971136759303284,6.9505571944056435,1.3006938665808718,7.0733223783100465,-0.17184721434350683,-1.5497953262641175,0.39217395659684895,0.0,0.0,0.0,0.0,-3.0,0.0,0
2024-09-11 14:49:40.130,83.78664192134985,2.251507006901007,83.49281571669373,0.09314497159595556,-1.7564058504188538,0.6499540882583126,72.15073554430172,0.5328021579029596,71.9173523296828,0.7178833103471879,-1.2784017588356278,0.1538067346450436,-333.59187818837836,6.627808445602575,-334.6562569715612,0.13857899184498002,-1.5351262807963002,1.9132834951029611,-5.653121296860638,4.579130454769393,-6.585368110263115,0.10476667455035021,-1.7429762376139593,1.3218811003577613,-339.244999485239,2.687047610732374,-340.44891288342717,0.7357186757819622,-1.2468870645986463,0.7756838306908386,28.198965859857374,4.835122600529848,29.100717375468207,-0.13759152462057242,-1.512769347251137,1.3957796674903757,40.3009903790677,18.581859327807923,38.65179442617809,5.364120742476832,12893.59387104926,82.10615229223684,12885.306678939653,0.27926969609600233,-1.127098430175557,23.702004564023675,12733.910473089269,750.6140747137697,12696.448750923855,0.13880001934847938,-1.1820621233185848,216.68361904675842,-84.8576061410068,0.5282680653615239,-85.07825186181918,0.7575974524845869,-1.1894759208682242,0.15249785487037934,-3.24427828923194,0.3275150065519889,-3.0663529179673383,0.09454543859821642,6.829451599056622,1.3196538073565378,6.799950873212087,0.010580690754203455,-1.675382788267039,0.38095124045720585,0.0,0.0,0.0,0.0,-3.0,0.0,0
